                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                 1.3872,                0.67235,                 1.1289,                0.95822,                 0.9117,                0.96172,                0.54588,                 1.4759,                0.66037,                 1.1897,                0.00901,                0.00901,                0.00901
                     23,                 1.3798,                0.66485,                 1.1242,                0.95477,                0.89614,                0.95898,                0.54349,                 1.4824,                0.68922,                 1.1858,              0.0089605,              0.0089605,              0.0089605
                     24,                 1.3795,                0.66762,                 1.1294,                0.95679,                0.92017,                0.96811,                 0.5401,                 1.4757,                0.65734,                 1.1867,               0.008911,               0.008911,               0.008911
                     25,                  1.372,                0.65374,                 1.1266,                0.95343,                0.91328,                0.95884,                0.54552,                 1.4839,                 0.6701,                 1.1847,              0.0088615,              0.0088615,              0.0088615
                     26,                 1.3507,                0.64224,                 1.1139,                0.96121,                0.91767,                 0.9652,                0.53686,                 1.4968,                0.66985,                 1.1951,               0.008812,               0.008812,               0.008812
                     27,                 1.3401,                0.63464,                 1.1099,                0.96028,                0.93586,                0.96756,                0.55199,                 1.4693,                0.67655,                 1.1788,              0.0087625,              0.0087625,              0.0087625
                     28,                 1.3486,                 0.6443,                 1.1101,                  0.967,                 0.9264,                0.96651,                0.55365,                 1.4631,                 0.6652,                 1.1851,               0.008713,               0.008713,               0.008713
                     29,                 1.3412,                0.63168,                 1.1086,                0.96846,                0.91509,                0.96538,                0.55019,                 1.4864,                0.66412,                 1.1963,              0.0086635,              0.0086635,              0.0086635
                     30,                 1.3457,                 0.6323,                  1.109,                0.96056,                0.92954,                0.96943,                0.55873,                 1.4702,                0.64828,                   1.18,               0.008614,               0.008614,               0.008614
                     31,                  1.314,                0.61296,                 1.1062,                0.96548,                0.93476,                0.97254,                0.55344,                 1.4817,                0.65879,                 1.1875,              0.0085645,              0.0085645,              0.0085645
                     32,                 1.3269,                0.62769,                 1.0976,                0.95598,                 0.9196,                0.96458,                 0.5452,                 1.4895,                0.65429,                 1.1921,               0.008515,               0.008515,               0.008515
                     33,                 1.3321,                0.62254,                 1.1067,                0.97132,                 0.9178,                0.96751,                0.55999,                 1.4834,                0.65493,                 1.1855,              0.0084655,              0.0084655,              0.0084655
                     34,                 1.3098,                0.62241,                 1.0979,                0.96911,                0.92502,                0.96946,                0.55359,                 1.4973,                0.63762,                 1.1922,               0.008416,               0.008416,               0.008416
                     35,                 1.3168,                0.60641,                 1.1028,                0.97361,                0.92322,                0.96783,                0.55494,                 1.4746,                0.64702,                 1.1797,              0.0083665,              0.0083665,              0.0083665
                     36,                  1.299,                 0.5992,                 1.0943,                 0.9609,                0.93233,                0.96957,                 0.5488,                 1.4577,                0.64218,                 1.1798,               0.008317,               0.008317,               0.008317
                     37,                 1.3125,                0.60431,                 1.0997,                 0.9573,                0.93154,                0.96867,                0.55746,                 1.4724,                0.63686,                 1.1861,              0.0082675,              0.0082675,              0.0082675
                     38,                 1.2915,                0.58424,                 1.0762,                0.96391,                0.94399,                0.97329,                0.57279,                 1.4649,                0.61888,                 1.1859,               0.008218,               0.008218,               0.008218
                     39,                 1.2928,                0.59123,                 1.0871,                  0.961,                0.93406,                0.97099,                0.56157,                 1.4593,                0.63049,                 1.1732,              0.0081685,              0.0081685,              0.0081685
                     40,                 1.2818,                0.59349,                 1.0813,                0.96357,                0.93176,                0.97024,                0.55404,                 1.4874,                 0.6234,                 1.1907,               0.008119,               0.008119,               0.008119
                     41,                    1.3,                0.59357,                 1.0885,                 0.9667,                0.93677,                0.97054,                0.55529,                 1.4679,                0.62653,                  1.184,              0.0080695,              0.0080695,              0.0080695
                     42,                 1.2716,                0.57933,                 1.0687,                0.96918,                0.92322,                0.96585,                 0.5518,                 1.4918,                0.63043,                 1.1911,                0.00802,                0.00802,                0.00802
                     43,                 1.2614,                0.58478,                  1.067,                0.97353,                0.94038,                0.97383,                0.56346,                 1.4728,                0.60511,                 1.1831,              0.0079705,              0.0079705,              0.0079705
                     44,                 1.2607,                0.57567,                 1.0735,                0.96669,                0.92231,                0.96513,                0.55415,                 1.4764,                0.63062,                 1.1878,               0.007921,               0.007921,               0.007921
                     45,                 1.2552,                0.57528,                 1.0738,                0.96408,                0.94553,                0.97321,                0.55099,                 1.4874,                0.61639,                 1.1926,              0.0078715,              0.0078715,              0.0078715
                     46,                 1.2628,                0.57088,                 1.0771,                 0.9715,                0.93677,                0.96825,                0.55586,                 1.4819,                0.60961,                 1.1906,               0.007822,               0.007822,               0.007822
                     47,                 1.2579,                0.56813,                 1.0649,                 0.9685,                0.94038,                0.97807,                0.56143,                 1.4665,                0.60439,                 1.1816,              0.0077725,              0.0077725,              0.0077725
                     48,                 1.2521,                0.56726,                 1.0688,                0.96896,                0.92231,                0.97285,                0.55885,                 1.4684,                0.60657,                  1.186,               0.007723,               0.007723,               0.007723
                     49,                 1.2445,                0.56499,                 1.0739,                0.97299,                0.94382,                0.97604,                0.56744,                 1.4801,                0.60093,                 1.1913,              0.0076735,              0.0076735,              0.0076735
                     50,                 1.2387,                0.55008,                 1.0693,                0.97237,                 0.9467,                 0.9782,                0.56202,                 1.4614,                0.59256,                 1.1725,               0.007624,               0.007624,               0.007624
                     51,                 1.2298,                0.56327,                 1.0633,                0.97427,                0.94038,                0.97248,                0.56192,                 1.4823,                0.60867,                 1.1892,              0.0075745,              0.0075745,              0.0075745
                     52,                 1.2272,                0.55733,                 1.0654,                0.97367,                0.93548,                0.97435,                0.55889,                 1.4698,                0.60284,                 1.2017,               0.007525,               0.007525,               0.007525
                     53,                 1.2335,                0.55116,                 1.0664,                0.95794,                 0.9449,                0.97599,                 0.5647,                 1.4894,                0.60835,                 1.1927,              0.0074755,              0.0074755,              0.0074755
